RAMP3,CRCP
HEL111 ,GSN 
HEL111 ,KLK3 
HEL111 ,CTSL 
HEL111 ,NGFR 
HEL111 ,CFH 
HEL111 ,F7 
HEL111 ,F7
HEL111 ,C4A 
HEL111 ,PF4V1 
HEL111 ,CLU 
HEL111 ,FGFR1 
HEL111 ,ELN 
HEL111 ,ITIH1 
HEL111 ,RYR1 
HEL111 ,RYR1
HEL111 ,AOAH 
HEL111 ,PRSS3 
HEL111 ,ADRA1B 
HEL111 ,SAA4 
HEL111 ,OR3A2 
HEL111 ,TGM4 
HEL111 ,GDF10 
HEL111 ,DCD 
HEL111 ,DDR1 
HEL111 ,PAPPA 
HEL111 ,ICAM4 
HEL111 ,AGER
HEL111 ,SLC1A5
HEL111 ,LTBP4 
HEL111 ,OR2T6 
HEL111 ,SMPDL3A 
HEL111 ,RYR2 
HEL111 ,SDF4 
HEL111 ,OR8D2 
HEL111 ,GABBR1 
PLSCR4 ,Q9H3D5
NR1H3 ,NR2B1 
NR1H3 ,RXRG 
NR3A2 ,OXT 
NR3C1 ,NR2F6 
NR3C1 ,EL52 
NR3C1 ,TGFB1I1 
NR3C1 ,CD4 
NR3C1 ,MMP1 
NR3C1 ,CSF2 
NR3C1 ,IL5 
NR3C1 ,NR3C2 
NR3C1 ,IGFBP1 
NR3C1 ,CXCL8 
NR3C1 ,CLU 
NR3C1 ,GZMA 
NR3C1 ,CCL2 
NR3C1 ,IDE 
NR3C1 ,NR4A1 
NR3C1 ,CALR 
NR3C1 ,MMP13 
NR3C1 ,CCL11 
NR3C1 ,CCL7 
NR3C1 ,NTRK2 
NR3C1 ,PTPRN2 
NR3C1 ,GRIP1 
NR3C4 ,NR0B1 
NR3C4 ,NR2C2 
NR3C4 ,ESR1 
NR3C4 ,H9NIM3
NR3C4 ,EL52 
NR3C4 ,TGFB1I1
NR3C4 ,EGFR 
NR3C4 ,HMGB1 
NR3C4 ,IDE 
NR3C4 ,KLK2
NR3C4 ,CALR 
NR3C4 ,AHR 
NR3C4 ,IL6ST
NR3C4 ,RUNX1
NR3C4 ,APOL2 
NR3C4 ,GRIP1
NR4A2 ,NR2B1 
NR4A2 ,RXRB 
THRB ,NR2B1 
THRB ,NR2F6 
THRB ,RXRG 
THRB ,RARA 
THRB ,RXRB 
NR1B3 ,NR2B1 
NR1B3 ,RXRG 
NR1B3 ,RXRB 
NR0B1 ,ESRRA
NR0B1 ,RORA
NR1H2 ,RXRG 
NR1i1 ,NR2B1 
NR1i1 ,NR2B3 
NR1i1 ,RXRG 
NR1i1 ,RXRB 
NR1i1 ,NR0B2 
NR1i1 ,MMRN2 
NR2A2 ,NR0B2 
NR2B1 ,PPARG 
NR2B1 ,NR1I2
NR2B1 ,RARA 
NR2B1 ,THRA 
NR2B1 ,IGFBP3 
NR2B1 ,ACVR1B 
NR2B1 ,NR1I3
NR2B1 ,NR1I3
NR2B3 ,NR1B2 
NR2B3 ,NR1I2
NR2B3 ,RARA 
NR2B3 ,NR4A1 
NR2B3 ,NR1H2 
NR2E3 ,NR1D1 
NR2E3 ,RARA 
NR2E3 ,RXRB 
NR2F2 ,NR2F6 
NR1C1 ,EL52 
NR1C1 ,RXRA 
NR1B2 ,RXRB 
NR1C2 ,RXRG 
NR1C2 ,RXRB 
TSHR ,CALR 
SCARB1 ,APOA1 
SCARB1 ,APOE 
FGFR4 ,EL52 
FGFR4 ,AIP 
FGFR4 ,FGF1 
FGFR4 ,FGF2 
FGFR4 ,FGF6 
FGFR4 ,MMP14 
MST1 ,MST1R 
ESR1 ,H9NIM3
ESR1 ,EL52 
ESR1 ,EGFR 
ESR1 ,ERBB2
ESR1 ,APOD 
ESR1 ,GSN 
ESR1 ,PGR 
ESR1 ,LAMB1 
ESR1 ,IGF1R 
ESR1 ,RARA 
ESR1 ,NR2F1 
ESR1 ,ESRRA
ESR1 ,PIP 
ESR1 ,BDNF 
ESR1 ,HPCAL1 
ESR1 ,HNF4A
ESR1 ,SEMG2 
ESR1 ,PLA2G7 
ESR1 ,ESR2 
ESR1 ,TNFRSF14 
ESR1 ,NR1H4 
ESR1 ,IL25 
ESR1 ,GRIP1 
ESR1 ,GRIP1
EECP ,ANXA1 
EECP ,PIP 
EPO ,EPOR 
SNCA ,KLK6
INS ,HLA-DQA2 
INS ,INSR 
INS ,CTSB 
INS ,IDE 
INS ,IGFBP7 
INS ,HLA-DQB1 
MIF ,EL52 
MIF ,APOE 
MIF ,TFRC 
MIF ,ALDOA 
MIF ,CD74 
MIF ,CD74
MIF ,CD74
MIF ,KRT1 
MIF ,S100A8 
MIF ,ITGB1 
MIF ,GPI 
MIF ,CTSD 
MIF ,ANXA2 
MIF ,ITGA5 
MIF ,RPSA 
MIF ,HMGB1 
MIF ,CTSH 
MIF ,IGF2R 
MIF ,ITGA4 
MIF ,PKM 
MIF ,NME1 
MIF ,VCAM1 
MIF ,HMGB2 
MIF ,CALR 
MIF ,S100A7 
MIF ,PPT1 
MIF ,C1QBP 
MIF ,TNFRSF14 
MIF ,AP2M1 
MIF ,NISCH 
GPC3 ,IGF2 
GPC3 ,FGF2 
GPC3 ,WNT3A 
GPC3 ,WNT7B 
SEMA4B ,PLXNB1 
KIR2DS1 ,HLA-C 
KIR2DS2 ,HLA-C 
KIR2DS2 ,TYROBP 
KIR2DS2 ,TYROBP
EL52 ,AIP 
EL52 ,LAD1 
EL52 ,TOR1A 
EL52 ,ANGPT2 
EL52 ,CALU 
EL52 ,GPC4 
EL52 ,EGFR 
EL52 ,C3 
EL52 ,CD4 
EL52 ,AHSG 
EL52 ,ALB 
EL52 ,TFRC 
EL52 ,ALDOA 
EL52 ,ANXA1 
EL52 ,KRT1 
EL52 ,ERBB2 
EL52 ,ERBB2
EL52 ,APP 
EL52 ,APP
EL52 ,S100A8 
EL52 ,ITGB1 
EL52 ,P4HB 
EL52 ,CTSD 
EL52 ,ANXA2 
EL52 ,THBS1 
EL52 ,MMP2 
EL52 ,ANXA5 
EL52 ,RPSA 
EL52 ,TACSTD2 
EL52 ,CLU 
EL52 ,GZMA 
EL52 ,CDH1 
EL52 ,PKM 
EL52 ,HSP90B1 
EL52 ,CD44 
EL52 ,ITGB4 
EL52 ,ITGA2 
EL52 ,M6PR 
EL52 ,MAG 
EL52 ,MSR1 
EL52 ,ERBB3 
EL52 ,GRK2 
EL52 ,S100A4 
EL52 ,CALR 
EL52 ,GRN 
EL52 ,EPHA3 
EL52 ,PRDX5 
EL52 ,BSG 
EL52 ,AHR 
EL52 ,TXLNA 
EL52 ,GRIA4 
EL52 ,MASP1 
EL52 ,HNRNPM 
EL52 ,ATP1B3 
EL52 ,VCP 
EL52 ,B2M 
EL52 ,DCD 
EL52 ,GUCY1A1
EL52 ,C1QBP 
EL52 ,LGALS3BP 
EL52 ,TRAF2 
EL52 ,PRDX4 
EL52 ,MMRN1 
EL52 ,PON2 
EL52 ,SLC1A5 
EL52 ,P3H1 
EL52 ,HSD17B12 
EL52 ,NXPE4 
EL52 ,SV2A 
EL52 ,ANKAR 
EL52 ,LSR 
EL52 ,SERPINA12 
EL52 ,GPR161 
EL52 ,NAXE 
EL52 ,MYDGF 
EL52 ,AP2M1 
EL52 ,SDF4 
EL52 ,CRISPLD2 
EL52 ,S100A14 
EL52 ,TFIP11 
EL52 ,PCYOX1 
EL52 ,STOML2 
EL52 ,ITGA11 
EL52 ,NISCH 
EL52 ,HYOU1 
IFNA1 ,IFNAR1 
IFNA1 ,CR2 
IFNA1 ,IFNAR2 
IFNA1 ,IL2 
FLT1 ,NRP1 
FLT1 ,VEGFA 
FLT1 ,VEGFA
FLT1 ,VEGFA
FLT1 ,PTPRB 
FLT1 ,KDR 
FLT1 ,PGF 
FLT1 ,PGF
FLT1 ,VEGFB 
FLT1 ,PTPRJ 
ITGB5 ,CCN1 
ITGB5 ,F2 
ITGB5 ,CFD 
ITGB5 ,CFB 
ITGB5 ,CST3 
ITGB5 ,APOA1 
ITGB5 ,APOE 
ITGB5 ,APOA2 
ITGB5 ,APOC2 
ITGB5 ,FN1 
ITGB5 ,AHSG 
ITGB5 ,ALB 
ITGB5 ,PPBP 
ITGB5 ,HPX 
ITGB5 ,KRT1 
ITGB5 ,ITGB1 
ITGB5 ,ITGB1
ITGB5 ,ITGAV 
ITGB5 ,KLK3 
ITGB5 ,CTSL 
ITGB5 ,ITGA5 
ITGB5 ,F7
ITGB5 ,ANXA5 
ITGB5 ,SPP1 
ITGB5 ,PF4V1 
ITGB5 ,ITIH1 
ITGB5 ,ADRA1B 
ITGB5 ,P2RY2 
ITGB5 ,DCC 
ITGB5 ,OR3A2 
ITGB5 ,DCD 
ITGB5 ,PLAUR 
ITGB5 ,PLAUR
ITGB5 ,ADAM9 
ITGB5 ,ADAM9
ITGB5 ,LTBP1 
ITGB5 ,ICAM4 
ITGB5 ,ICAM4
ITGB5 ,SLC1A5
ITGB5 ,OR2T6 
ITGB5 ,RYR2 
ITGB5 ,ANGPTL4 
ITGB5 ,OR8D2 
ITGB5 ,LTBP3 
ITGB5 ,LTBP3
OLFML3 ,MYOC 
BMP5 ,FST
BMP5 ,NOG 
BMP5 ,CHRDL2
FZD9 ,WNT7A 
AIP ,EGFR 
AIP ,AHR 
AIP ,ECHDC1 
CCL24 ,CCR3 
MASP2 ,C2 
MASP2 ,C4A 
MASP2 ,MBL2 
MASP2 ,MASP1 
MASP2 ,FCN2 
MASP2,FCN1 
MASP2,FCN3
MASP2,MBL2 
MASP2,MASP1
TLR4 ,EGFR 
TLR4 ,CD14 
TLR4 ,HSP90B1 
TLR4 ,F2RL1 
TLR4 ,TLR1 
TLR4 ,LY96
TNFRSF10A ,TNFRSF10B 
TNFRSF10A ,TNFRSF10B
TNFRSF10A ,TNFSF10 
CORT ,SSTR3 
CORT ,SSTR5 
CORT ,MRGPRX2 
BMPR1B ,GDF9 
BMPR1B ,BMP15 
BMPR1B ,BMP4 
BMPR1B ,BMP6 
BMPR1B ,ACVR2A 
BMPR1B ,BMPR1A 
BMPR1B ,TGFBR1 
BMPR1B ,TGFBR1
BMPR1B ,BMPR2 
BMPR1B ,AMHR2 
BMPR1B ,GDF6 
F2RL2 ,F2 
F2RL2 ,CTSG 
F2RL2 ,CDH5 
F2RL2 ,JAM3
GET1 ,ABCC9
GET1 ,PPARA
TNFRSF11B ,TNFSF11 
TNFRSF11B ,TNFSF12 
TNFRSF11B ,TNFSF13
TNFRSF11B ,THBS1 
TNFRSF11B ,TNFSF10 
MATN2 ,COL1A1 
MATN2 ,NID1 
MATN2,COL1A1 
MATN2,COL4A1 
MATN2,NID1 
MATN2,LAMA1 
MATN2,COL4A5 
MATN2,FBN2 
MATN2,COL4A3
MATN2,COL4A6
AGRN ,CACNA1A 
NR5A2 ,NR0B2 
LAD1 ,LSR 
LAD1 ,COL17A1 
DLL1 ,MFNG 
DLL1 ,ADAM10 
DLL1 ,NOTCH1 
DLL1 ,NOTCH2 
DLL1 ,DLL4 
DLL1 ,DLL3 
DLL1 ,NOTCH3 
CACNA1A ,PLPP3 
CACNA1A ,EPHB6 
CACNA1A ,VWF 
CACNA1A ,TNFRSF8 
CACNA1A ,NOTCH1 
CACNA1A ,LPAR4 
CACNA1A ,C1QTNF1 
CACNA1A ,LPAR2 
CACNA1A ,WNT16 
EBAG9 ,CALU 
EBAG9 ,NR4A1 
EBAG9 ,HMGB2 
EBAG9 ,PPARG 
EBAG9 ,FGF12 
CCL21 ,ACKR2 
CCL21 ,IGFBP7 
MFNG ,NOTCH1 
ACKR2 ,CCL7 
ACKR2 ,CCL14 
FCN1 ,TGFB1 
FCN1 ,ELN 
FCN1 ,ELN
FCN1 ,MASP1 
FCN1 ,MASP1
CCN1 ,CALU 
CCN1 ,SLIT2 
CCN1 ,ITGB1 
CCN1 ,ITGAV 
CCN1 ,ITGA6 
CCN1 ,PPT1 
CCN1 ,C1QBP 
CCL22 ,VCAM1 
CCL22 ,VCAM1
CCL22 ,DPP4 
CCL22 ,CCL19 
NTN3 ,NEO1 
CLDN4 ,SHBG 
PLPP3 ,EPHB6 
PLPP3 ,ITGB3 
PLPP3 ,ITGB1 
PLPP3 ,ITGB1
PLPP3 ,ITGAV 
PLPP3 ,ITGA5 
PLPP3 ,TNFRSF8 
PLPP3 ,LPAR4 
PLPP3 ,LPAR2 
PLPP3 ,WNT16 
NRG2,ERBB3 
NRG2,ERBB4
NCAN ,PTN 
NCAN ,L1CAM 
CXCL11 ,DPP4 
CXCL11 ,CXCR3 
CXCL11 ,CCR3 
TOR1A ,CALU 
TOR1A ,LDLR 
TOR1A ,ALDOA 
TOR1A ,ITGB2 
TOR1A ,P4HB 
TOR1A ,CTSD 
TOR1A ,ANXA2 
TOR1A ,ANXA5 
TOR1A ,CLU 
TOR1A ,ITGA4 
TOR1A ,PKM 
TOR1A ,HSP90B1 
TOR1A ,S100A4 
TOR1A ,CALR 
TOR1A ,SNCA 
TOR1A ,HSPA13 
TOR1A ,LGALS3BP 
TOR1A ,EFEMP1 
TOR1A ,PRDX4 
TOR1A ,P3H1 
TOR1A ,SDF2 
TOR1A ,NAXE 
TOR1A ,SDF4 
TOR1A ,ERP44 
TOR1A ,SDF2L1 
TOR1A ,HYOU1 
ADAM10 ,TFRC 
ADAM10 ,ITGB1 
ADAM10 ,EFNA1
ADAM10 ,CD9 
ADAM10 ,ITGA6 
ADAM10 ,TSPAN14 
RRH ,TGFBR1 
SLC9A3R1 ,EGFR 
SLC9A3R1 ,ADRB2 
SLC9A3R1 ,PDGFRB 
SLC9A3R1 ,PDGFRA 
SLC9A3R1 ,LHCGR 
SLC9A3R1 ,OPRK1 
SLC9A3R1 ,P2RY2 
SLC9A3R1 ,P2RY1 
SLC9A3R1 ,PTH1R 
SLC9A3R1 ,LPAR2 
SLC9A3R1 ,FZD4 
TNFRSF10B ,CALU 
TNFRSF10B ,CRTAP 
TNFRSF10B ,FCER2 
TNFRSF10B ,ANXA5 
TNFRSF10B ,TNFSF10 
TNFRSF10B ,FSTL1 
TNFRSF10B ,SELPLG 
GABRD ,PLSCR1 
NRP1 ,PLXNB1 
NRP1 ,PLXNA2 
NRP1 ,GPC4 
NRP1 ,VEGFA 
NRP1 ,KDR 
NRP1 ,VEGFA 
NRP1 ,VEGFC 
NRP1 ,PLXNA3 
NRP1 ,SEMA3F 
NRP1 ,SEMA3A 
NRP1 ,SEMA6D 
NRP1 ,SEMA3C 
NRP1 ,FBRS 
NRP1 ,PLXNA4 
NRP1 ,PLXNA1 
NRP1 ,PLXND1 
TNFSF11,MMP1 
TNFSF11,MMP3 
TNFSF11,MMP7 
TNFSF11,TNFRSF11A 
TNFRSF10C ,APOA1 
TNFRSF10C ,TNFSF10 
TSPAN4 ,CD46 
TNFRSF13B ,TNFSF12 
TNFRSF13B ,TRAF2 
TNFRSF13B ,TNFSF13B 
CASK ,ALB 
CASK ,F7 
CASK ,DLG1 
CASK ,ERP44 
CASK,DLG1
CASK,SDC4 
CASK,DLG1 
CASK,CADM1
CASK,NRXN2
CASK,NRXN1
EREG ,ERBB4
PLXNB2 ,LAMA5 
PLXNB2 ,CRTAP 
PLXNB2 ,A2M 
PLXNB2 ,PIGR 
PLXNB2 ,TFRC 
PLXNB2 ,ITGB1 
PLXNB2 ,ITGAV 
PLXNB2 ,CTSD 
PLXNB2 ,PSAP 
PLXNB2 ,GUSB 
PLXNB2 ,ITGA5 
PLXNB2 ,CLU 
PLXNB2 ,LAMC1 
PLXNB2 ,IGF2R 
PLXNB2 ,FOLR1 
PLXNB2 ,CD44 
PLXNB2 ,M6PR 
PLXNB2 ,COL5A1 
PLXNB2 ,ITGA3 
PLXNB2 ,L1CAM 
PLXNB2 ,FBN1 
PLXNB2 ,BSG 
PLXNB2 ,BTD 
PLXNB2 ,HSPA13 
PLXNB2 ,PPT1 
PLXNB2 ,ATP1B3 
PLXNB2 ,LGALS3BP 
PLXNB2 ,P3H1 
PLXNB2 ,TREML2 
PLXNB2 ,CD276 
PLXNB2 ,SCARB1 
PLXNB2 ,TSPEAR 
PLXNB2 ,SIAE 
PLXNB2 ,PCYOX1 
PLXNB2 ,DPP7 
PLXNB2 ,HYOU1 
ANGPT2 ,CALU 
ANGPT2 ,GPC4 
ANGPT2 ,ALB 
ANGPT2 ,ALDOA 
ANGPT2 ,ANXA2 
ANGPT2 ,THBS1 
ANGPT2 ,MAG 
ANGPT2 ,MSR1 
ANGPT2 ,DCD 
ANGPT2 ,ANKAR 
ANGPT2 ,CRISPLD2 
ANGPT2 ,ITGA11 
NPFF ,NPFFR1 
MUSK ,COLQ
PLSCR1 ,TM7SF2 
PLSCR1 ,EGFR 
PLSCR1 ,HRG 
PLSCR1 ,CXCL3 
PLSCR1 ,FBLN1 
PLSCR1 ,VCP 
PLSCR1 ,NPC2 
PLSCR1 ,PRDX4 
PLSCR1 ,NECTIN2 
PLSCR1 ,PLSCR4 
PLSCR1 ,UGGT1 
PLSCR1 ,STOML2 
EPHB6 ,TNFRSF8 
EPHB6 ,EFNB2 
EPHB6 ,EPHB1 
EPHB6 ,LPAR4 
EPHB6 ,LPAR2 
EPHB6 ,WNT16 
GPR182 ,ADM 
LAMA5 ,CRTAP 
LAMA5 ,A2M 
LAMA5 ,PIGR 
LAMA5 ,TFRC 
LAMA5 ,ITGB1 
LAMA5 ,ITGAV 
LAMA5 ,CTSD 
LAMA5 ,PSAP 
LAMA5 ,LAMB1 
LAMA5 ,GUSB 
LAMA5 ,ITGA5 
LAMA5 ,CLU 
LAMA5 ,LAMC1 
LAMA5 ,IGF2R 
LAMA5 ,FOLR1 
LAMA5 ,CD44 
LAMA5 ,ITGB4 
LAMA5 ,ITGB4
LAMA5 ,M6PR 
LAMA5 ,COL5A1 
LAMA5 ,ITGA6 
LAMA5 ,ITGA6
LAMA5 ,ITGA3 
LAMA5 ,L1CAM 
LAMA5 ,FBN1 
LAMA5 ,BSG 
LAMA5 ,BTD 
LAMA5 ,HSPA13 
LAMA5 ,BCAM 
LAMA5 ,PPT1 
LAMA5 ,ATP1B3 
LAMA5 ,LAMB2 
LAMA5 ,LGALS3BP 
LAMA5 ,LAMC2 
LAMA5 ,P3H1 
LAMA5 ,TREML2 
LAMA5 ,CD276 
LAMA5 ,SV2A 
LAMA5 ,SCARB1 
LAMA5 ,TSPEAR 
LAMA5 ,SIAE 
LAMA5 ,PCYOX1 
LAMA5 ,DPP7 
LAMA5 ,HYOU1 
LAMA5 ,LAMC3 
DEFB4A ,MMP7 
DEFB4A ,CCR2 
DEFB4A ,CCR6 
CHAD ,ITGB1 
CHAD ,ITGB1
CHAD ,ITGA2 
GRIN2D ,CDH2 
GRIN2D ,IL16
MPPED1 ,NR2F1 
MPPED1 ,ANXA7 
CCL25 ,CCR10 
CCL25 ,CCR9 
CCL25 ,CCR9
CCL16 ,CCR1 
CCL16 ,CCR2 
CCL16 ,CCR2
CCL16 ,CCR5 
CCL16 ,CCR8 
PLA2G10 ,PLA2R1 
PLA2G10 ,PLA2R1
DAG1 ,LAMA2 
DAG1 ,LAMA4 
FLRT2 ,FLRT1 
MLNR ,MLN
TGFB1I1 ,ITGB1 
TGFB1I1 ,ITGA4 
TGFB1I1 ,SDC4 
TGFB1I1 ,PLA2G3 
TGFB1I1 ,CD84 
TGFB1I1,SDC4 
COCH ,COL1A1 
GRID2 ,GRIK5 
KIR3DS1 ,TYROBP
TNFSF12 ,TNFRSF17 
TNFSF12 ,TRAF2 
TNFSF12 ,TNFRSF14 
TNFSF14 ,TNFRSF6B 
TNFSF14 ,LTB 
TNFSF14 ,TNFRSF14 
TNFSF14,LTB 
TNFSF14,TRAF2 
TNFSF14,TNFRSF14 
GALR2 ,GAL 
HCRT ,HLA-DQA1 
HCRT ,HLA-DQB1 
HCRT ,HLA-DQB1 
HCRTR1 ,CNR1 
CALU ,GPC4 
CALU ,CRTAP 
CALU ,LDLR 
CALU ,AHSG 
CALU ,ALB 
CALU ,TFRC 
CALU ,ALDOA 
CALU ,ANXA1 
CALU ,ITGB2 
CALU ,ITGB1 
CALU ,S100A9 
CALU ,FCER2 
CALU ,P4HB 
CALU ,ANXA2 
CALU ,THBS1 
CALU ,ANXA5 
CALU ,TACSTD2 
CALU ,ITGA4 
CALU ,PKM 
CALU ,HSP90B1 
CALU ,CD44 
CALU ,ITGB4 
CALU ,ITGA2 
CALU ,MAG 
CALU ,MSR1 
CALU ,NR4A1 
CALU ,HMGB2 
CALU ,CALR 
CALU ,PRDX5 
CALU ,S100A7 
CALU ,BSG 
CALU ,PPARG 
CALU ,HSPA13 
CALU ,FGF12 
CALU ,DCD 
CALU ,RUNX1 
CALU ,C1QBP 
CALU ,EFEMP1 
CALU ,FSTL1 
CALU ,SELPLG 
CALU ,HSD17B12 
CALU ,SDF2 
CALU ,ANKAR 
CALU ,MYDGF 
CALU ,SDF4 
CALU ,ERP44 
CALU ,CRISPLD2 
CALU ,SDF2L1 
CALU ,TFIP11 
CALU ,ITGA11 
CALU ,SMC3 
CALU ,HYOU1 
TYROBP ,NCR2 
TYROBP ,TREM2 
TYROBP,NCR2 
TYROBP,KLRD1
VEGFD ,NRP2 
VEGFD ,ITGB1 
VEGFD ,ITGB1
VEGFD ,FLT4 
VEGFD ,FLT4
VEGFD ,KDR 
VEGFD ,ITGA9 
EFNA2 ,EPHA3
EFNA2 ,KIR3DL1 
EFNA2 ,EPHA4 
CXCL13 ,FGF2 
CXCL13 ,CXCR5
CXCL13 ,CCR10 
CXCL13 ,CXCR3 
CXCL13 ,CCL19 
FGF17 ,FGFR1
FGF17 ,FGFR2
GDF9 ,BMP15 
GDF9 ,ANXA7 
GDF9 ,ACVR2A 
GDF9 ,BMPR2 
GRIN3B ,GRIN2A
NRP2 ,FLT4 
NRP2 ,PGF 
NRP2 ,VEGFC 
NRP2 ,SEMA3F 
NRP2 ,PLXNA1 
PLXNC1 ,SEMA7A 
CUBN ,ALB 
CUBN ,GC
CUBN ,SCGB1A1 
CUBN ,CBLIF 
CUBN ,LRP1 
PSPN ,RET
PSPN ,GFRA4
IL12A ,CXCL8 
IL12A ,IL12B 
IL12A ,IL12RB1 
IL12A ,EBI3 
IL12A ,IL12RB2 
TLR2 ,EGFR 
TLR2 ,CD14 
TLR2 ,HMGB1 
TLR2 ,HSP90B1 
TLR2 ,CXCR4 
TLR2 ,TLR1 
TLR2 ,SFTPA1 
TLR2 ,TLR6 
TLR2 ,LY96
SRPX2 ,PLAUR
ABCC9,PPARA
SNX2 ,EGFR 
SNX2 ,TFRC 
SNX2 ,INSR 
SNX2 ,MET 
SNX2 ,PDGFRA 
SNX2 ,ACVR1B
SNX2 ,LEPR 
SNX2 ,ACVR2B 
CUTA ,AGR2 
CUTA ,ALDOA 
CUTA ,ANXA2 
CUTA ,CTSB 
CUTA ,NR4A1 
CUTA ,SERPINF1 
CUTA ,PTGDS 
CUTA ,MUC2 
CUTA ,PTPRH 
CUTA ,IL20RA 
CUTA ,FCGBP 
RAMP1 ,RAMP2 
RAMP1 ,CRCP
RAMP1 ,CALCA 
RAMP1 ,VIPR1 
RAMP1 ,CALCRL 
RAMP2 ,CRCP
RAMP2 ,ADM 
ADAM23 ,ITGB3 
ADAM23 ,ITGAV 
ADAM11 ,STC2 
FZD7 ,WNT3 
SLIT1 ,GPC1 
SLIT1 ,ROBO1 
SLIT1 ,ROBO1
MEGF6 ,EGFR 
MEGF6 ,MFAP5 
MEGF6 ,CRIM1 
ADAMTS4 ,SERPINA3 
ADAMTS4 ,TIMP3 
ADAMTS4 ,BCAN
LRP5 ,THBS1 
LRP5 ,NDP 
LRP5 ,FZD4 
CILP ,TGFB1 
CILP ,THBS1 
NR1I2 ,RXRB 
NR1I2 ,RXRA 
NR1I2 ,SDF4 
NR1I2,RXRB 
GPC4 ,ALB 
GPC4 ,ALDOA 
GPC4 ,ANXA1 
GPC4 ,S100A8 
GPC4 ,ANXA2 
GPC4 ,THBS1 
GPC4 ,RPSA 
GPC4 ,FGF2 
GPC4 ,MAG 
GPC4 ,MSR1 
GPC4 ,ENPP1 
GPC4 ,COL18A1 
GPC4 ,HNRNPM 
GPC4 ,DCD 
GPC4 ,C1QBP 
GPC4 ,TMED1 
GPC4 ,MAMDC2 
GPC4 ,ANKAR 
GPC4 ,GLG1 
GPC4 ,CRISPLD2 
GPC4 ,FBRS 
GPC4 ,EMILIN3 
GPC4 ,ITGA11 
LRP6 ,WNT3A 
LRP6 ,ANTXR2 
LRP6 ,ANTXR2
LRP6 ,FZD5 
LRP6 ,ANTXR1
LRP6 ,DKK2 
LRP6 ,ZNRF3 
FCN3,MASP1
CRTAP ,A2M 
CRTAP ,PIGR 
CRTAP ,TFRC 
CRTAP ,ITGB1 
CRTAP ,FCER2 
CRTAP ,ITGAV 
CRTAP ,CTSD 
CRTAP ,PSAP 
CRTAP ,GUSB 
CRTAP ,ITGA5 
CRTAP ,ANXA5 
CRTAP ,CLU 
CRTAP ,LAMC1 
CRTAP ,IGF2R 
CRTAP ,FOLR1 
CRTAP ,CD44 
CRTAP ,M6PR 
CRTAP ,COL5A1 
CRTAP ,ITGA3 
CRTAP ,L1CAM 
CRTAP ,FBN1 
CRTAP ,BSG 
CRTAP ,BTD 
CRTAP ,HSPA13 
CRTAP ,PPT1 
CRTAP ,ATP1B3 
CRTAP ,LGALS3BP 
CRTAP ,FSTL1 
CRTAP ,SELPLG 
CRTAP ,P3H1 
CRTAP ,TREML2 
CRTAP ,CD276 
CRTAP ,SCARB1 
CRTAP ,TSPEAR 
CRTAP ,SIAE 
CRTAP ,PCYOX1 
CRTAP ,DPP7 
CRTAP ,HYOU1 
ATP6AP2 ,S100A7 
CNMD ,APOA1 
CNMD ,FGA 
CNMD ,C1QA 
CNMD ,C1QC 
CNMD ,FN1 
CNMD ,KRT1 
CNMD ,CTSL 
CNMD ,CLU 
CNMD ,IL4R 
CNMD ,MFGE8 
CNMD ,XYLT1 
CNMD ,NAV2 
CNMD ,SMPDL3A 
CNMD ,ERBIN 
CNMD ,ROBO2 
CNMD ,NRXN3 
CNMD,APOA1 
CNMD,C1QA 
CNMD,C1QC 
CNMD,KRT1 
CNMD,CTSL 
CNMD,CLU 
CNMD,SMPDL3A 
TNFSF13 ,TNFRSF14 
TNFSF13,TNFRSF17 
NCR1 ,CD247 
NCR1 ,FCER1G 
NCR1,FCER1G 
STC2 ,PTN 
CCN5 ,IGF1
FGF18 ,FGFR1
CNTN5 ,APLP1 
SLIT2 ,GPC1 
SLIT2 ,PPT1 
SLIT2 ,C1QBP 
SLIT2 ,ROBO2 
SLIT2 ,ROBO1 
SLIT2 ,ROBO1
NXPH2 ,NRXN1
NXPH3 ,NRXN1
UNC5C ,NTN1 
UNC5C,NTN1 
IL18RAP ,CD48 
IL18RAP ,IL18 
KCNH1 ,S100B 
KCNH1,KCNH5
CCN4,TGFBR1
GDF11 ,ACVR1B
GDF11 ,TGFBR1
GDF11 ,ACVR2B 
GDF11 ,ACVR1C
GDF11 ,WFIKKN1 
UTS2 ,UTS2R 
ABCA1 ,APOA1 
ABCA1 ,PLTP
ABCA1 ,ERBIN 
NPTXR ,NPTX2 
NPTXR ,NPTX1 
NTN1 ,DCC 
NTN1 ,NEO1 
LY86 ,LY96
FGF19 ,FGFR1 
FGF19 ,TRAF2 
IL33 ,ELANE 
IL33 ,CTSG 
IL33 ,IL1RL1 
IL33 ,IL1RAP 
GLP2R ,GCG 
OLFM2 ,PKM 
OLFM2 ,PKM
OLFM2 ,ROBO2 
EFEMP2 ,ELN 
EFEMP2 ,FBN1 
EFEMP2 ,LINGO1 
EFEMP2 ,PLSCR4 
EFEMP2 ,FBLN5 
EFEMP2 ,GNPTG 
LGI1 ,ADAM22
AGR2 ,ALDOA 
AGR2 ,ANXA2 
AGR2 ,CTSB 
AGR2 ,SERPINF1 
